Date,Beans,Nuwaraeliya Carrot,Cabbage,Tomato,Brinjal,Pumpkin - Big,Snake Gourd,Lime,Red Onion- Lanka,Red Onion Import,Potatoes - Nuwaraeliya,Potatoes - Import
2/26/2018,125,63,28,48,73,43,48,,123,133,,
2/27/2018,125,90,38,38,75,63,55,,105,118,,
2/28/2018,68,68,28,28,65,63,43,,105,108,,
3/1/2018,,,,,,,,,,,,
3/2/2018,,,,,,,,,,,,
3/3/2018,,,,,,,,,,,,
3/4/2018,,,,,,,,,,,,
3/5/2018,98,55,23,28,68,43,38,,98,98,83,
3/6/2018,85,68,28,23,65,39,40,,95,88,,
3/7/2018,90,73,11,25,65,58,43,,,88,78,
3/8/2018,75,85,23,23,53,58,38,,95,100,,
3/9/2018,78,95,28,23,75,28,43,,105,,,
3/10/2018,,,,,,,,,,,,
3/11/2018,,,,,,,,,,,,
3/12/2018,98,85,23,28,43,55,43,,105,115,85,
3/13/2018,83,78,38,33,43,48,48,,118,115,88,
3/14/2018,78,83,28,38,38,43,38,,110,,83,
3/15/2018,78,83,28,38,38,43,38,,118,,83,
3/16/2018,78,48,23,23,38,37,38,,113,105,83,
3/17/2018,,,,,,,,,,,,
3/18/2018,,,,,,,,,,,,
3/19/2018,115,65,33,28,53,28,38,,95,,88,
3/20/2018,103,75,23,23,53,23,43,,,105,88,
3/21/2018,83,68,25,23,58,24,38,,105,,61,
3/22/2018,115,75,33,18,58,18,38,,113,148,89,
3/23/2018,105,78,23,14,48,18,38,,95,,73,
3/24/2018,,,,,,,,,,,,
3/25/2018,,,,,,,,,,,,
3/26/2018,105,68,23,17,48,24,48,,125,,73,
3/27/2018,105,88,28,20,28,18,43,,128,,83,
3/28/2018,78,88,28,14,38,23,38,,118,133,115,
3/29/2018,43,83,21,7,23,11,31,,,125,78,
3/30/2018,,,,,,,,,,,,
3/31/2018,,,,,,,,,,,,
4/1/2018,,,,,,,,,,,,
4/2/2018,48,93,23,18,43,13,28,,115,115,105,
4/3/2018,33,,18,13,28,15,33,,115,115,105,
4/4/2018,38,85,33,13,25,11,38,,115,115,103,
4/5/2018,35,95,23,15,33,18,35,,115,115,91,
4/6/2018,43,98,23,18,53,23,43,,118,118,93,
4/7/2018,,,,,,,,,,,,
4/8/2018,,,,,,,,,,,,
4/9/2018,38,95,18,13,53,13,33,,115,125,105,
4/10/2018,43,65,18,11,38,13,33,,125,125,98,
4/11/2018,75,98,23,18,58,15,28,,105,123,108,
4/12/2018,78,115,28,23,40,11,38,,138,105,95,
4/13/2018,,,,,,,,,,,,
4/14/2018,,,,,,,,,,,,
4/15/2018,,,,,,,,,,,,
4/16/2018,88,98,23,19,38,18,33,,145,,,
4/17/2018,75,95,31,23,48,13,48,,98,95,,
4/18/2018,55,95,33,23,38,14,38,,125,145,108,
4/19/2018,35,88,28,18,25,18,23,,93,79,98,
4/20/2018,38,78,31,10,15,19,13,,93,79,98,
4/21/2018,,,,,,,,,,,,
4/22/2018,,,,,,,,,,,,
4/23/2018,95,65,28,13,25,23,25,,118,128,93,
4/24/2018,145,108,28,13,33,13,38,,105,115,98,
4/25/2018,95,98,28,23,33,13,43,,108,118,89,
4/26/2018,115,95,18,35,18,8,43,,115,118,93,
4/27/2018,125,73,23,23,25,13,38,,118,123,98,
4/28/2018,,,,,,,,,,,,
4/29/2018,,,,,,,,,,,,
4/30/2018,,,,,,,,,,,,
5/1/2018,,,,,,,,,,,,
5/2/2018,145,103,33,33,38,13,55,,113,105,,
5/3/2018,125,98,33,43,43,23,63,,98,98,105,
5/4/2018,135,115,33,28,43,19,58,,123,93,103,
5/5/2018,,,,,,,,,,,,
5/6/2018,,,,,,,,,,,,
5/7/2018,,,,,,,,,,,,
5/8/2018,85,115,28,68,65,9,65,,,95,115,
5/9/2018,95,128,28,58,63,18,58,,125,,108,
5/10/2018,95,135,33,68,68,14,65,,118,118,118,
5/11/2018,105,128,25,85,65,9,65,,,115,,
5/12/2018,,,,,,,,,,,,
5/13/2018,,,,,,,,,,,,
5/14/2018,115,148,37,95,53,19,68,,,118,128,
5/15/2018,115,143,33,95,43,15,73,,,105,,
5/16/2018,135,158,43,95,58,25,105,,,108,,
5/17/2018,135,158,41,85,55,14,75,,103,103,118,
5/18/2018,125,165,33,105,53,19,73,,98,98,118,
5/19/2018,,,,,,,,,,,,
5/20/2018,,,,,,,,,,,,
5/21/2018,185,195,48,115,58,12,78,,103,93,115,
5/22/2018,185,175,58,105,48,20,48,,,85,103,
5/23/2018,205,,53,115,55,18,85,,89,108,129,
5/24/2018,190,205,53,95,53,13,95,,,95,118,
5/25/2018,210,245,55,105,55,23,95,,95,95,123,
5/26/2018,,,,,,,,,,,,
5/27/2018,,,,,,,,,,,,
5/28/2018,215,195,38,108,63,13,95,,135,135,118,
5/29/2018,,,,,,,,,,,,
5/30/2018,245,165,33,68,63,11,95,,128,148,123,
5/31/2018,275,215,48,95,88,13,105,,128,138,128,
6/1/2018,295,215,48,85,85,23,105,,145,128,123,
6/2/2018,,,,,,,,,,,,
6/3/2018,,,,,,,,,,,,
6/4/2018,275,215,65,80,75,16,113,,115,105,123,
6/5/2018,245,225,75,73,88,16,105,,115,113,128,
6/6/2018,255,215,68,55,105,18,95,,95,103,123,
6/7/2018,175,155,63,75,95,14,105,,108,103,128,
6/8/2018,225,215,60,75,105,23,105,,105,115,,
6/9/2018,,,,,,,,,,,,
6/10/2018,,,,,,,,,,,,
6/11/2018,195,228,73,118,88,23,115,,108,118,,
6/12/2018,218,235,68,148,125,23,105,,118,118,115,
6/13/2018,205,245,73,155,115,24,115,,115,115,158,
6/14/2018,235,235,95,165,115,19,115,,115,115,148,
6/15/2018,,,,,,,,,,,,
6/16/2018,,,,,,,,,,,,
6/17/2018,,,,,,,,,,,,
6/18/2018,175,215,95,175,85,19,85,,113,,138,
6/19/2018,155,255,85,195,55,23,85,,113,95,125,
6/20/2018,205,245,95,183,75,23,95,,105,123,138,
6/21/2018,215,233,105,205,95,33,115,,108,113,128,
6/22/2018,235,265,103,185,75,33,105,,115,115,128,
6/23/2018,,,,,,,,,,,,
6/24/2018,,,,,,,,,,,,
6/25/2018,265,275,95,175,68,23,78,,95,108,128,
6/26/2018,265,265,105,205,83,28,93,,103,125,148,
6/27/2018,,,,,,,,,,,,
6/28/2018,,,,,,,,,,,,
6/29/2018,175,205,123,195,83,33,95,,115,,128,
6/30/2018,,,,,,,,,,,,
7/1/2018,,,,,,,,,,,,
7/2/2018,255,245,95,155,85,19,75,,105,98,123,
7/3/2018,205,175,105,215,105,33,75,,125,83,125,
7/4/2018,205,155,105,195,55,25,75,,118,,123,
7/5/2018,225,195,135,195,45,33,78,,,118,,
7/6/2018,205,185,135,195,48,31,75,,133,,143,
7/7/2018,,,,,,,,,,,,
7/8/2018,,,,,,,,,,,,
7/9/2018,245,,75,165,43,28,68,,113,,155,
7/10/2018,235,215,85,115,55,38,73,,118,,145,
7/11/2018,195,175,95,95,45,48,55,,113,,148,
7/12/2018,175,205,95,65,45,45,73,,113,,,
7/13/2018,195,195,145,115,45,39,75,,118,,138,
7/14/2018,,,,,,,,,,,,
7/15/2018,,,,,,,,,,,,
7/16/2018,245,205,115,115,48,53,65,,98,,163,
7/17/2018,235,215,125,115,48,58,68,,113,,163,
7/18/2018,235,235,135,125,53,65,78,,98,,173,
7/19/2018,228,165,125,125,55,53,75,,103,,163,
7/20/2018,225,148,115,125,48,63,78,,103,,168,
7/21/2018,,,,,,,,,,,,
7/22/2018,,,,,,,,,,,,
7/23/2018,230,205,135,115,55,55,75,,98,,138,
7/24/2018,215,215,120,95,43,63,73,,93,,158,
7/25/2018,190,225,125,100,48,65,65,,95,,138,
7/26/2018,175,245,115,75,45,55,75,,105,,135,
7/27/2018,,,,,,,,,,,,
7/28/2018,,,,,,,,,,,,
7/29/2018,,,,,,,,,,,,
7/30/2018,155,245,135,78,63,78,78,,118,,143,
7/31/2018,145,253,153,65,43,88,68,,95,,168,
8/1/2018,175,225,105,73,28,68,63,,108,,148,
8/2/2018,178,245,115,65,38,75,58,,108,,148,
8/3/2018,125,255,105,55,34,68,63,,108,,148,
8/4/2018,,,,,,,,,,,,
8/5/2018,,,,,,,,,,,,
8/6/2018,185,195,105,55,55,65,75,,103,,138,
8/7/2018,155,285,88,55,65,63,65,,88,,169,
8/8/2018,135,,105,45,58,73,68,,95,,123,
8/9/2018,145,275,85,48,58,73,58,,85,,169,
8/10/2018,115,275,85,53,48,63,58,,75,,,
8/11/2018,,,,,,,,,,,,
8/12/2018,,,,,,,,,,,,
8/13/2018,115,295,75,53,68,73,33,,101,,151,
8/14/2018,165,295,88,48,75,65,58,,98,,173,
8/15/2018,143,295,75,31,85,73,43,,88,,178,
8/16/2018,145,295,95,45,55,65,48,,93,,148,
8/17/2018,128,335,118,35,78,73,38,,93,,,
8/18/2018,,,,,,,,,,,,
8/19/2018,,,,,,,,,,,,
8/20/2018,145,255,75,38,95,63,38,,95,,,
8/21/2018,195,335,83,53,85,55,38,,88,,163,
8/22/2018,,,,,,,,,,,,
8/23/2018,123,245,73,33,95,75,43,,78,,145,
8/24/2018,145,315,95,33,125,73,38,,78,,,
8/25/2018,,,,,,,,,,,,
8/26/2018,,,,,,,,,,,,
8/27/2018,155,315,75,25,95,43,38,,103,,105,
8/28/2018,123,315,58,31,55,68,33,,65,,98,
8/29/2018,95,295,85,13,45,50,38,,98,,91,
8/30/2018,105,335,73,18,93,43,38,,83,,,
8/31/2018,105,325,85,14,88,43,38,,83,,108,
9/1/2018,,,,,,,,,,,,
9/2/2018,,,,,,,,,,,,
9/3/2018,85,295,85,11,95,38,48,,79,,,
9/4/2018,95,283,88,14,78,68,41,,78,,98,
9/5/2018,78,208,105,20,95,35,38,,88,,105,
9/6/2018,75,165,105,18,78,53,48,,83,,108,
9/7/2018,75,165,115,21,75,31,28,,78,,108,
9/8/2018,,,,,,,,,,,,
9/9/2018,,,,,,,,,,,,
9/10/2018,113,225,93,19,78,34,48,,88,,93,
9/11/2018,88,245,78,23,75,37,43,,88,,98,
9/12/2018,95,215,85,19,83,39,41,,83,,88,
9/13/2018,85,215,105,17,58,38,38,,88,,98,
9/14/2018,75,215,73,18,85,48,38,,83,,93,
9/15/2018,,,,,,,,,,,,
9/16/2018,,,,,,,,,,,,
9/17/2018,75,145,68,17,75,31,38,,78,,83,
9/18/2018,68,175,55,14,83,33,43,,83,,83,
9/19/2018,95,185,75,11,95,27.5,42.5,,89,,,
9/20/2018,70,165,70,14,88,33,38,,83,,83,
9/21/2018,73,155,75,13,75,34,35,,83,,98,
9/22/2018,,,,,,,,,,,,
9/23/2018,,,,,,,,,,,,
9/24/2018,,,,,,,,,,,,
9/25/2018,65,145,43,17,53,28,43,,78,,,
9/26/2018,75,155,65,21,68,28,45,,93,,98,
9/27/2018,65,145,68,14,58,28,43,,79,,108,
9/28/2018,73,145,45,15,35,25,35,,83,,107,
9/29/2018,,,,,,,,,,,,
9/30/2018,,,,,,,,,,,,
10/1/2018,75,108,33,18,33,45,41,,78,,78,
10/2/2018,78,95,38,18,38,28,38,,79,,79,
10/3/2018,85,95,35,18,43,28,63,,73,,79,
10/4/2018,80,95,40,16,38,33,55,,73,,79,
10/5/2018,85,105,40,15,55,29,45,,83,,93,
10/6/2018,,,,,,,,,,,,
10/7/2018,,,,,,,,,,,,
10/8/2018,88,105,28,33,55,23,43,,78,,83,
10/9/2018,105,105,33,43,33,38,48,,105,,88,
10/10/2018,95,113,23,31,43,34,38,,88,,98,
10/11/2018,115,110,23,38,43,33,68,,98,,98,
10/12/2018,135,133,45,33,43,38,68,,95,,83,
10/13/2018,,,,,,,,,,,,
10/14/2018,,,,,,,,,,,,
10/15/2018,170,118,53,38,58,33,70,,83,,88,
10/16/2018,185,165,55,53,65,38,95,,78,,108,
10/17/2018,175,163,53,55,93,45,85,,98,,88,
10/18/2018,175,163,65,65,95,38,85,,98,,89,
10/19/2018,195,135,43,65,115,33,105,,115,,78,
10/20/2018,,,,,,,,,,,,
10/21/2018,,,,,,,,,,,,
10/22/2018,185,143,53,68,95,28,105,,115,,93,
10/23/2018,165,145,65,80,115,28,105,,108,,89,
10/24/2018,,,,,,,,,,,,
10/25/2018,,,,,,,,,,,,
10/26/2018,155,155,68,95,115,38,105,,108,,93,
10/27/2018,,,,,,,,,,,,
10/28/2018,,,,,,,,,,,,
10/29/2018,175,195,65,145,135,41,95,,123,,108,
10/30/2018,175,205,53,135,115,38,95,,148,,93,
10/31/2018,135,235,68,115,115,35,85,,128,,103,
11/1/2018,175,235,83,135,145,38,95,,138,,113,
11/2/2018,205,185,78,115,135,43,105,,105,,,
11/3/2018,,,,,,,,,,,,
11/4/2018,,,,,,,,,,,,
11/5/2018,198,240,95,128,125,58,115,,115,,113,
11/6/2018,,,,,,,,,,,,
11/7/2018,195,205,58,155,115,58,85,,118,148,123,
11/8/2018,215,275,85,205,165,43,95,,128,148,153,
11/9/2018,195,275,95,175,125,63,95,,123,148,143,
11/10/2018,,,,,,,,,,,,
11/11/2018,,,,,,,,,,,,
11/12/2018,245,205,63,215,95,58,75,,98,148,153,
11/13/2018,235,275,115,245,135,53,105,,138,138,,
11/14/2018,235,235,95,215,105,63,85,,138,138,148,
11/15/2018,235,295,105,195,115,58,95,,118,128,138,
11/16/2018,275,315,113,195,125,58,105,,128,148,148,
11/17/2018,,,,,,,,,,,,
11/18/2018,,,,,,,,,,,,
11/19/2018,195,285,93,175,115,43,105,,108,148,133,
11/20/2018,,,,,,,,,,,,
11/21/2018,95,255,105,225,95,62,85,,118,138,133,
11/22/2018,,,,,,,,,,,,
11/23/2018,,,,,,,,,,,,
11/24/2018,,,,,,,,,,,,
11/25/2018,,,,,,,,,,,,
11/26/2018,135,225,115,215,135,50,105,,128,143,,
11/27/2018,155,245,95,255,105,33,95,,128,163,,
11/28/2018,125,265,75,245,135,43,95,,168,163,163,
11/29/2018,95,278,85,203,105,58,95,,128,158,163,
11/30/2018,75,235,85,215,115,45,95,,103,158,128,
12/1/2018,,,,,,,,,,,,
12/2/2018,,,,,,,,,,,,
12/3/2018,85,210,83,165,95,43,105,,125,143,,
12/4/2018,123,215,75,145,88,43,75,,118,143,168,
12/5/2018,75,165,83,165,95,43,75,,98,158,138,
12/6/2018,115,185,73,165,115,53,55,,113,148,138,
12/7/2018,85,175,75,165,105,41,63,,118,148,153,
12/8/2018,,,,,,,,,,,,
12/9/2018,,,,,,,,,,,,
12/10/2018,105,175,85,225,105,43,55,,118,143,148,
12/11/2018,135,155,75,235,105,43,65,,118,138,148,
12/12/2018,175,155,95,225,105,35,58,,128,148,148,
12/13/2018,178,178,83,225,95,38,58,,118,138,148,
12/14/2018,145,173,88,235,115,38,55,,128,138,128,
12/15/2018,,,,,,,,,,,,
12/16/2018,,,,,,,,,,,,
12/17/2018,215,175,83,225,115,38,78,,108,128,138,
12/18/2018,185,135,93,225,95,23,83,,103,128,123,
12/19/2018,175,148,73,210,105,23,65,,108,128,158,
12/20/2018,165,155,78,165,85,28,75,,108,128,138,
12/21/2018,145,125,93,165,75,28,68,,78,118,143,
12/22/2018,,,,,,,,,,,,
12/23/2018,,,,,,,,,,,,
12/24/2018,135,125,68,115,55,33,43,,75,118,,
12/25/2018,,,,,,,,,,,,
12/26/2018,115,95,95,135,105,19,65,,98,115,143,
12/27/2018,125,115,78,103,105,17,63,,98,118,138,
12/28/2018,95,105,85,95,105,19,55,,98,113,143,
12/29/2018,,,,,,,,,,,,
12/30/2018,,,,,,,,,,,,
12/31/2018,100,78,68,103,88,18,53,,115,110,,
1/1/2019,115,105,65,68,88,13,53,,100,128,,
1/2/2019,85,95,73,58,78,17,48,,,138,,
1/3/2019,105,123,95,65,105,19,65,,128,138,135,
1/4/2019,95,95,65,58,95,13,48,,108,123,,
1/5/2019,,,,,,,,,,,,
1/6/2019,,,,,,,,,,,,
1/7/2019,105,85,53,53,75,13,45,,68,118,143,
1/8/2019,115,95,48,75,90,15,90,,45,123,143,
1/9/2019,95,74,38,53,68,9,43,,78,118,,
1/10/2019,118,73,63,58,98,9,48,,75,108,138,
1/11/2019,115,75,33,58,95,9,45,,108,103,105,
1/12/2019,,,,,,,,,,,,
1/13/2019,,,,,,,,,,,,
1/14/2019,125,105,38,65,95,9,43,,65,95,,
1/15/2019,,,,,,,,,,,,
1/16/2019,108,85,35,63,95,10,43,,98,100,,
1/17/2019,75,55,33,58,85,13,53,,0,118,108,
1/18/2019,65,95,28,68,85,11,45,,0,135,0,
1/19/2019,,,,,,,,,,,,
1/20/2019,,,,,,,,,,,,
1/21/2019,118,98,48,55,98,11,43,,0,148,0,
1/22/2019,105,85,43,48,88,19,38,,98,168,0,
1/23/2019,105,78,48,48,88,14,38,,88,158,,
1/24/2019,115,75,33,38,85,23,45,,90,138,143,
1/25/2019,,,,,,,,,,,,
1/26/2019,,,,,,,,,,,,
1/27/2019,,,,,,,,,,,,
1/28/2019,95,95,28,48,48,13,43,,105,138,125,
1/29/2019,68,83,23,53,65,11,43,,80,128,,
1/30/2019,,,,,,,,,,,,
1/31/2019,,,,,,,,,,,,
2/1/2019,55,83,18,33,38,11,43,,118,128,118,
2/2/2019,,,,,,,,,,,,
2/3/2019,,,,,,,,,,,,
2/4/2019,,,,,,,,,,,,
2/5/2019,68,88,28,48,38,9,43,,105,133,,
2/6/2019,63,88,25,38,38,13,38,,98,103,,
2/7/2019,45,88,18,43,35,12,38,,98,98,,
2/8/2019,30,73,13,38,31,10,33,,88,93,,
2/9/2019,,,,,,,,,,,,
2/10/2019,,,,,,,,,,,,
2/11/2019,85,95,18,33,38,33,38,,88,108,,
2/12/2019,68,75,28,38,38,14,38,,100,88,,
2/13/2019,,,,,,,,,,,,
2/14/2019,68,85,18,38,43,29,38,,83,108,108,
2/15/2019,,,,,,,,,,,,
2/16/2019,,,,,,,,,,,,
2/17/2019,,,,,,,,,,,,
2/18/2019,75,88,18,33,38,28,38,,90,,,
2/19/2019,,,,,,,,,,,,
2/20/2019,78,78,23,33,33,28,38,,75,,,
2/21/2019,75,73,23,33,43,20,38,,80,,88,
2/22/2019,83,95,11,38,43,17,38,,63,,95,
2/23/2019,,,,,,,,,,,,
2/24/2019,,,,,,,,,,,,
2/25/2019,95,83,11,38,78,23,33,,83,,103,
2/26/2019,95,95,19,33,78,19,28,,88,,103,
2/27/2019,78,65,17,33,85,18,43,,78,,,
2/28/2019,95,83,15,33,85,25,38,,60,,,
3/1/2019,,,,,,,,,,,,
3/2/2019,,,,,,,,,,,,
3/3/2019,,,,,,,,,,,,
3/4/2019,,,,,,,,,,,,
3/5/2019,78,93,23,33,85,28,33,,78,,113,
3/6/2019,73,83,23,28,95,14,33,,75,,108,
3/7/2019,48,85,28,31,95,28,33,,75,,98,
3/8/2019,63,88,18,34,115,18,33,,58,,,
3/9/2019,,,,,,,,,,,,
3/10/2019,,,,,,,,,,,,
3/11/2019,65,75,31,35,85,13,33,,83,,108,
3/12/2019,48,75,38,33,95,13,43,,78,,103,
3/13/2019,63,83,28,28,95,13,38,,78,,103,
3/14/2019,65,83,28,28,85,11,38,,58,,108,
3/15/2019,68,83,29,23,83,9,38,,58,,,
3/16/2019,,,,,,,,,,,,
3/17/2019,,,,,,,,,,,,
3/18/2019,78,93,28,28,88,23,38,,65,,118,
3/19/2019,78,83,34,28,78,18,40,,63,,108,
3/20/2019,,,,,,,,,,,,
3/21/2019,65,88,28,24,63,15,33,,75,,108,
3/22/2019,85,88,28,28,65,9,41,,83,,108,
3/23/2019,,,,,,,,,,,,
3/24/2019,,,,,,,,,,,,
3/25/2019,80,65,25,28,55,13,43,,63,,,
3/26/2019,80,65,25,28,55,13,43,,63,,,
3/27/2019,73,68,25,33,35,18,38,,68,,108,
3/28/2019,88,83,28,31,43,19,43,,60,,,
3/29/2019,83,65,25,33,35,18,43,,65,,,
3/30/2019,,,,,,,,,,,,
3/31/2019,,,,,,,,,,,,
4/1/2019,85,68,28,43,33,10,48,,93,,128,
4/2/2019,115,88,33,33,33,10,68,,83,,138,
4/3/2019,95,88,28,30,28,14,53,,65,,138,
4/4/2019,75,103,33,28,18,13,63,,70,,128,
4/5/2019,83,83,29,28,23,14,63,,65,,128,
4/6/2019,,,,,,,,,,,,
4/7/2019,,,,,,,,,,,,
4/8/2019,68,73,28,35,45,18,53,,78,,128,
4/9/2019,78,73,23,33,38,19,58,,75,,123,
4/10/2019,105,68,28,75,45,14,65,,85,,128,
4/11/2019,145,78,21,95,53,11,68,,93,,143,
4/12/2019,165,75,28,85,55,18,55,,75,,143,
4/13/2019,,,,,,,,,,,,
4/14/2019,,,,,,,,,,,,
4/15/2019,,,,,,,,,,,,
4/16/2019,,,,,,,,,,,,
4/17/2019,,,,,,,,,,,,
4/18/2019,115,75,43,33,23,23,58,,120,,,
4/19/2019,,,,,,,,,,,,
4/20/2019,,,,,,,,,,,,
4/21/2019,,,,,,,,,,,,
4/22/2019,155,83,33,33,15,35,43,,95,,,
4/23/2019,155,75,28,25,13,28,45,,95,,,
4/24/2019,205,73,33,43,18,40,45,,98,,148,
4/25/2019,175,103,35,45,45,45,63,,88,,138,
4/26/2019,165,75,28,45,28,33,48,,105,,138,
4/27/2019,,,,,,,,,,,,
4/28/2019,,,,,,,,,,,,
4/29/2019,245,45,18,45,13,38,58,,93,,,
4/30/2019,243,78,33,55,15,45,65,,98,,143,
5/1/2019,,,,,,,,,,,,
5/2/2019,245,58,38,68,13,40,40,,100,,143,
5/3/2019,245,55,33,75,28,38,95,,95,,138,
5/4/2019,,,,,,,,,,,,
5/5/2019,,,,,,,,,,,,
5/6/2019,215,63,23,68,43,38,88,,90,,138,
5/7/2019,265,63,28,78,53,43,95,,90,,143,
5/8/2019,255,95,47,83,63,48,105,,98,,138,
5/9/2019,255,85,45,75,58,43,115,,98,,,
5/10/2019,265,125,53,88,55,38,115,,90,,128,
5/11/2019,,,,,,,,,,,,
5/12/2019,,,,,,,,,,,,
5/13/2019,235,145,55,95,75,55,115,,105,,138,
5/14/2019,180,145,58,95,63,53,113,,125,,138,
5/15/2019,135,138,58,75,75,55,115,,105,,138,
5/16/2019,155,153,78,83,83,63,125,,115,,150,
5/17/2019,175,138,58,85,105,65,115,,95,,148,
5/18/2019,,,,,,,,,,,,
5/19/2019,,,,,,,,,,,,
5/20/2019,,,,,,,,,,,,
5/21/2019,151,205,95,85,125,43,125,,95,,158,
5/22/2019,115,135,68,48,110,65,105,,125,,158,
5/23/2019,93,185,55,63,115,53,95,,120,,163,
5/24/2019,88,175,75,65,105,65,95,,140,,158,
5/25/2019,,,,,,,,,,,,
5/26/2019,,,,,,,,,,,,
5/27/2019,145,143,63,68,113,63,105,,135,,158,
5/28/2019,175,145,68,58,125,68,75,,145,,148,
5/29/2019,165,145,63,58,105,53,85,,130,,148,
5/30/2019,170,135,55,55,85,58,75,,130,,148,
5/31/2019,165,125,55,38,63,88,85,,125,158,153,
6/1/2019,,,,,,,,,,,,
6/2/2019,,,,,,,,,,,,
6/3/2019,165,130,58,35,83,83,78,,118,138,138,
6/4/2019,145,173,48,41,53,58,78,,128,128,148,
6/5/2019,,,,,,,,,,,,
6/6/2019,158,121,61,38,63,75,78,,130,128,153,
6/7/2019,155,155,58,18,53,81,55,,130,128,138,
6/8/2019,,,,,,,,,,,,
6/9/2019,,,,,,,,,,,,
6/10/2019,175,115,48,33,55,73,63,,140,133,148,
6/11/2019,145,125,48,28,55,83,68,,165,100,148,
6/12/2019,115,125,48,23,48,83,53,,140,100,153,
6/13/2019,145,143,48,34,58,108,58,,138,105,138,
6/14/2019,135,125,55,28,68,88,58,,175,168,158,
6/15/2019,,,,,,,,,,,,
6/16/2019,,,,,,,,,,,,
6/17/2019,115,125,33,23,48,88,48,,150,138,153,
6/18/2019,,145,48,38,75,,45,,160,178,158,
6/19/2019,93,145,43,33,78,105,58,,140,178,158,
6/20/2019,85,115,33,28,45,93,58,,125,,158,
6/21/2019,115,133,33,29,45,113,45,,130,178,158,
6/22/2019,,,,,,,,,,,,
6/23/2019,,,,,,,,,,,,
6/24/2019,95,128,33,28,55,115,55,,135,160,,
6/25/2019,65,128,44,38,58,115,58,,158,,158,
6/26/2019,95,115,25,28,63,135,48,,158,,,
6/27/2019,78,123,38,38,45,135,53,,135,158,163,
6/28/2019,75,115,38,33,55,125,48,,170,143,163,
6/29/2019,,,,,,,,,,,,
6/30/2019,,,,,,,,,,,,
7/1/2019,85,115,33,55,55,125,48,,155,140,163,
7/2/2019,85,125,33,68,85,125,48,,160,140,163,
7/3/2019,83,128,29,58,75,125,43,,160,138,178,
7/4/2019,85,155,38,63,45,115,48,,178,168,178,
7/5/2019,83,158,28,38,48,105,38,,168,168,168,
7/6/2019,,,,,,,,,,,,
7/7/2019,,,,,,,,,,,,
7/8/2019,75,135,28,43,48,105,43,,120,168,178,
7/9/2019,85,135,28,38,73,105,48,,130,,188,
7/10/2019,98,145,23,48,63,133,53,,133,128,158,
7/11/2019,78,125,29,45,55,115,55,,128,,158,
7/12/2019,85,143,23,33,75,73,43,,108,,148,
7/13/2019,,,,,,,,,,,,
7/14/2019,,,,,,,,,,,,
7/15/2019,105,105,23,48,75,105,48,,100,,,
7/16/2019,,,,,,,,,,,,
7/17/2019,105,115,38,38,75,105,48,,105,,168,
7/18/2019,95,123,33,53,63,93,43,,130,,133,
7/19/2019,95,95,33,48,55,63,38,,120,,,
7/20/2019,,,,,,,,,,,,
7/21/2019,,,,,,,,,,,,
7/22/2019,128,125,28,60,45,85,53,,128,,173,
7/23/2019,175,95,28,58,55,65,53,,100,,178,
7/24/2019,105,115,23,48,58,33,48,,90,,,
7/25/2019,175,113,33,73,55,53,48,,98,,163,
7/26/2019,148,123,33,53,63,53,53,,75,,173,
7/27/2019,,,,,,,,,,,,
7/28/2019,,,,,,,,,,,,
7/29/2019,165,115,23,68,53,73,53,,78,,148,
7/30/2019,175,105,23,78,68,65,58,,73,,138,
7/31/2019,163,88,18,73,48,55,55,,108,,138,
8/1/2019,170,115,28,63,75,53,55,,95,,165,
8/2/2019,143,95,28,63,48,45,48,,85,,138,
8/3/2019,,,,,,,,,,,,
8/4/2019,,,,,,,,,,,,
8/5/2019,115,85,23,73,43,51,58,,93,,143,
8/6/2019,160,115,28,63,65,58,58,,80,,163,
8/7/2019,113,103,23,83,53,43,43,,83,,153,
8/8/2019,100,113,25,75,63,53,53,,65,,158,
8/9/2019,115,88,33,73,50,48,63,,78,,163,
8/10/2019,,,,,,,,,,,,
8/11/2019,,,,,,,,,,,,
8/12/2019,,,,,,,,,,,,
8/13/2019,95,78,28,88,55,48,65,,108,,168,
8/14/2019,,,,,,,,,,,,
8/15/2019,105,83,23,78,43,43,63,,98,,173,
8/16/2019,165,105,30,83,48,45,58,,88,,158,
8/17/2019,,,,,,,,,,,,
8/18/2019,,,,,,,,,,,,
8/19/2019,145,88,23,95,63,43,63,,78,,163,
8/20/2019,170,60,23,88,55,40,58,,98,,168,
8/21/2019,145,98,23,88,43,38,73,,118,,163,
8/22/2019,178,68,33,83,53,43,53,,73,,148,
8/23/2019,185,68,33,78,43,43,53,,114,,158,
8/24/2019,,,,,,,,,,,,
8/25/2019,,,,,,,,,,,,
8/26/2019,165,78,30,83,48,45,48,,103,,148,
8/27/2019,205,73,28,88,88,38,58,,88,,143,
8/28/2019,203,68,33,83,68,33,68,,95,,163,
8/29/2019,205,73,28,88,73,39,73,,98,,148,
8/30/2019,223,78,38,83,73,43,68,,98,,153,
8/31/2019,,,,,,,,,,,,
9/1/2019,,,,,,,,,,,,
9/2/2019,205,73,33,93,53,43,63,,108,,133,
9/3/2019,180,73,33,75,85,43,65,,98,,138,
9/4/2019,203,93,43,78,95,45,78,,83,,133,
9/5/2019,228,73,48,50,113,38,78,,113,153,113,
